operator,mode,dtype,params,baseline_present,descriptor_present,baseline_torch_ms,descriptor_torch_ms,baseline_triton_ms,descriptor_triton_ms,baseline_cutile_ms,descriptor_cutile_ms,baseline_speedup_triton,descriptor_speedup_triton,baseline_speedup_cutile,descriptor_speedup_cutile,torch_ms_delta_pct,triton_ms_delta_pct,cutile_ms_delta_pct,descriptor_vs_baseline_speedup
mean_reduction,default,fp16,N=3072,1,1,0.029,0.029,0.0038,0.0088,0.0051,0.005,7.54,3.29,5.67,5.76,0.00,131.58,-1.96,0.431818
mean_reduction,default,fp16,N=4096,1,1,0.0359,0.0358,0.0046,0.0094,0.0063,0.0062,7.79,3.8,5.72,5.8,-0.28,104.35,-1.59,0.489362
mean_reduction,default,fp16,N=5120,1,1,0.0445,0.0445,0.0054,0.0106,0.0078,0.0077,8.22,4.2,5.69,5.75,0.00,96.30,-1.28,0.509434
mean_reduction,default,fp16,N=6144,1,1,0.053,0.0527,0.0061,0.0119,0.0099,0.0099,8.67,4.43,5.36,5.32,-0.57,95.08,0.00,0.512605
mean_reduction,default,fp16,N=7168,1,1,0.0701,0.0698,0.0072,0.0127,0.0118,0.0117,9.76,5.48,5.96,5.94,-0.43,76.39,-0.85,0.566929
mean_reduction,default,fp16,N=8192,1,1,0.0618,0.0619,0.0087,0.014,0.0166,0.0166,7.13,4.43,3.72,3.73,0.16,60.92,0.00,0.621429
mean_reduction,default,fp16,N=9216,1,1,0.071,0.0713,0.0101,0.0156,0.0199,0.0199,7.04,4.58,3.57,3.58,0.42,54.46,0.00,0.647436
mean_reduction,default,fp32,N=1024,1,1,0.0069,0.0069,0.0029,0.007,0.0032,0.0032,2.39,0.98,2.16,2.14,0.00,141.38,0.00,0.414286
mean_reduction,default,fp32,N=10240,1,1,0.0272,0.0272,0.0195,0.0225,0.0196,0.0196,1.39,1.21,1.39,1.39,0.00,15.38,0.00,0.866667
mean_reduction,default,fp32,N=11264,1,1,0.0297,0.0297,0.0214,0.0245,0.0214,0.0215,1.39,1.21,1.39,1.39,0.00,14.49,0.47,0.873469
mean_reduction,default,fp32,N=12288,1,1,0.0311,0.0311,0.023,0.0261,0.0231,0.0232,1.35,1.19,1.35,1.34,0.00,13.48,0.43,0.881226
mean_reduction,default,fp32,N=13312,1,1,0.0337,0.0337,0.0246,0.0278,0.0247,0.0247,1.37,1.21,1.37,1.36,0.00,13.01,0.00,0.884892
mean_reduction,default,fp32,N=14336,1,1,0.035,0.0351,0.0261,0.0295,0.0262,0.0262,1.34,1.19,1.33,1.34,0.29,13.03,0.00,0.884746
mean_reduction,default,fp32,N=15360,1,1,0.0374,0.0374,0.0306,0.0339,0.0306,0.0309,1.22,1.1,1.22,1.21,0.00,10.78,0.98,0.902655
mean_reduction,default,fp32,N=16384,1,1,0.0387,0.0387,0.0339,0.0363,0.0341,0.0342,1.14,1.07,1.13,1.13,0.00,7.08,0.29,0.933884
mean_reduction,default,fp32,N=17408,1,1,0.0405,0.0406,0.0321,0.0357,0.0323,0.0323,1.26,1.14,1.25,1.26,0.25,11.21,0.00,0.89916
mean_reduction,default,fp32,N=18432,1,1,0.0416,0.0416,0.0324,0.0362,0.0326,0.0326,1.28,1.15,1.28,1.28,0.00,11.73,0.00,0.895028
mean_reduction,default,fp32,N=19456,1,1,0.0434,0.0435,0.0341,0.0379,0.0343,0.0343,1.27,1.15,1.26,1.27,0.23,11.14,0.00,0.899736
mean_reduction,default,fp32,N=2048,1,1,0.0103,0.0099,0.0039,0.0079,0.004,0.0039,2.66,1.26,2.58,2.54,-3.88,102.56,-2.50,0.493671
mean_reduction,default,fp32,N=20480,1,1,0.0445,0.0446,0.036,0.0394,0.0362,0.0362,1.24,1.13,1.23,1.23,0.22,9.44,0.00,0.913706
mean_reduction,default,fp32,N=3072,1,1,0.0154,0.0152,0.0054,0.0095,0.0055,0.0055,2.83,1.61,2.8,2.76,-1.30,75.93,0.00,0.568421
mean_reduction,default,fp32,N=4096,1,1,0.0197,0.0198,0.0081,0.0113,0.0082,0.008,2.43,1.75,2.41,2.49,0.51,39.51,-2.44,0.716814
mean_reduction,default,fp32,N=5120,1,1,0.0253,0.0253,0.0107,0.0137,0.0107,0.0107,2.37,1.85,2.37,2.37,0.00,28.04,0.00,0.781022
mean_reduction,default,fp32,N=6144,1,1,0.0296,0.0296,0.0127,0.0155,0.0127,0.0126,2.34,1.91,2.32,2.34,0.00,22.05,-0.79,0.819355
mean_reduction,default,fp32,N=7168,1,1,0.0347,0.0348,0.0144,0.0175,0.0145,0.0145,2.41,1.99,2.39,2.39,0.29,21.53,0.00,0.822857
mean_reduction,default,fp32,N=8192,1,1,0.0232,0.0232,0.016,0.0191,0.0161,0.0161,1.45,1.22,1.44,1.45,0.00,19.37,0.00,0.837696
mean_reduction,default,fp32,N=9216,1,1,0.0259,0.0259,0.0178,0.0208,0.0179,0.0179,1.45,1.24,1.45,1.45,0.00,16.85,0.00,0.855769
mean_reduction,autotune,bf16,N=1024,1,1,0.0128,0.0126,0.0036,0.0064,0.0028,0.0032,3.53,1.99,4.61,3.95,-1.56,77.78,14.29,0.5625
mean_reduction,autotune,bf16,N=10240,1,1,0.0812,0.0814,0.0107,0.0139,0.0119,0.0119,7.57,5.87,6.83,6.87,0.25,29.91,0.00,0.769784
mean_reduction,autotune,bf16,N=11264,1,1,0.0904,0.0909,0.0122,0.0156,0.0144,0.0135,7.43,5.84,6.29,6.71,0.55,27.87,-6.25,0.782051
mean_reduction,autotune,bf16,N=12288,1,1,0.0983,0.0988,0.0128,0.0159,0.0143,0.0142,7.7,6.22,6.89,6.95,0.51,24.22,-0.70,0.805031
mean_reduction,autotune,bf16,N=13312,1,1,0.1071,0.1073,0.0139,0.0173,0.0154,0.0155,7.69,6.19,6.97,6.94,0.19,24.46,0.65,0.803468
mean_reduction,autotune,bf16,N=14336,1,1,0.1144,0.115,0.0145,0.018,0.0165,0.0165,7.88,6.38,6.95,6.97,0.52,24.14,0.00,0.805556
mean_reduction,autotune,bf16,N=15360,1,1,0.1227,0.1232,0.0155,0.0194,0.0175,0.0175,7.89,6.37,7.03,7.06,0.41,25.16,0.00,0.798969
mean_reduction,autotune,bf16,N=16384,1,1,0.1296,0.1301,0.0161,0.0197,0.0184,0.0184,8.07,6.61,7.06,7.06,0.39,22.36,0.00,0.817259
mean_reduction,autotune,bf16,N=17408,1,1,0.1368,0.1373,0.0174,0.0211,0.0197,0.0197,7.86,6.49,6.95,6.97,0.37,21.26,0.00,0.824645
mean_reduction,autotune,bf16,N=18432,1,1,0.1434,0.1438,0.018,0.0217,0.0208,0.0208,7.98,6.64,6.91,6.93,0.28,20.56,0.00,0.829493
mean_reduction,autotune,bf16,N=19456,1,1,0.1509,0.1513,0.0192,0.0229,0.0218,0.0217,7.86,6.62,6.93,6.98,0.27,19.27,-0.46,0.838428
mean_reduction,autotune,bf16,N=2048,1,1,0.0204,0.0201,0.0033,0.0071,0.0036,0.0036,6.13,2.85,5.61,5.6,-1.47,115.15,0.00,0.464789
mean_reduction,autotune,bf16,N=20480,1,1,0.1572,0.1576,0.0196,0.0232,0.0295,0.0295,8.01,6.8,5.33,5.35,0.25,18.37,0.00,0.844828
mean_reduction,autotune,bf16,N=3072,1,1,0.0293,0.0293,0.0048,0.0081,0.0042,0.0041,6.11,3.63,6.96,7.09,0.00,68.75,-2.38,0.592593
mean_reduction,autotune,bf16,N=4096,1,1,0.0363,0.0362,0.0043,0.0082,0.0047,0.0046,8.43,4.43,7.71,7.84,-0.28,90.70,-2.13,0.52439
mean_reduction,autotune,bf16,N=5120,1,1,0.0446,0.0446,0.0052,0.0096,0.0068,0.0056,8.53,4.64,6.56,7.91,0.00,84.62,-17.65,0.541667
mean_reduction,autotune,bf16,N=6144,1,1,0.0537,0.0537,0.0066,0.0099,0.0067,0.0067,8.09,5.42,8.02,8.06,0.00,50.00,0.00,0.666667
mean_reduction,autotune,bf16,N=7168,1,1,0.0682,0.0679,0.007,0.0113,0.0078,0.0078,9.8,6,8.73,8.74,-0.44,61.43,0.00,0.619469
mean_reduction,autotune,bf16,N=8192,1,1,0.0622,0.0623,0.0093,0.0118,0.0095,0.0095,6.68,5.3,6.54,6.59,0.16,26.88,0.00,0.788136
mean_reduction,autotune,bf16,N=9216,1,1,0.0717,0.072,0.0096,0.0133,0.0107,0.0107,7.48,5.42,6.73,6.76,0.42,38.54,0.00,0.721805
mean_reduction,autotune,fp16,N=1024,1,1,0.0124,0.0123,0.0027,0.0062,0.0028,0.0032,4.52,1.99,4.49,3.86,-0.81,129.63,14.29,0.435484
mean_reduction,autotune,fp16,N=10240,1,1,0.0803,0.0805,0.0106,0.0138,0.0118,0.0118,7.59,5.85,6.8,6.82,0.25,30.19,0.00,0.768116
mean_reduction,autotune,fp16,N=11264,1,1,0.0897,0.0898,0.0122,0.0154,0.0143,0.0134,7.36,5.85,6.25,6.7,0.11,26.23,-6.29,0.792208
mean_reduction,autotune,fp16,N=12288,1,1,0.0976,0.0979,0.0129,0.0157,0.0143,0.0142,7.56,6.23,6.85,6.88,0.31,21.71,-0.70,0.821656
mean_reduction,autotune,fp16,N=13312,1,1,0.1064,0.1066,0.014,0.0173,0.0153,0.0154,7.62,6.18,6.95,6.91,0.19,23.57,0.65,0.809249
mean_reduction,autotune,fp16,N=14336,1,1,0.1136,0.114,0.0145,0.0179,0.0164,0.0164,7.84,6.35,6.91,6.93,0.35,23.45,0.00,0.810056
mean_reduction,autotune,fp16,N=15360,1,1,0.1216,0.1221,0.0156,0.0192,0.0176,0.0176,7.82,6.37,6.92,6.95,0.41,23.08,0.00,0.8125
mean_reduction,autotune,fp16,N=16384,1,1,0.1283,0.1289,0.0164,0.0196,0.0184,0.0184,7.84,6.57,6.96,6.99,0.47,19.51,0.00,0.836735
mean_reduction,autotune,fp16,N=17408,1,1,0.1356,0.136,0.0174,0.021,0.0197,0.0197,7.79,6.49,6.89,6.91,0.29,20.69,0.00,0.828571
mean_reduction,autotune,fp16,N=18432,1,1,0.1422,0.1425,0.018,0.0214,0.0207,0.0206,7.88,6.66,6.88,6.91,0.21,18.89,-0.48,0.841121
mean_reduction,autotune,fp16,N=19456,1,1,0.1495,0.1499,0.0192,0.0228,0.0217,0.0216,7.8,6.56,6.89,6.92,0.27,18.75,-0.46,0.842105
mean_reduction,autotune,fp16,N=2048,1,1,0.0204,0.0203,0.0032,0.0071,0.0034,0.0034,6.32,2.85,5.93,5.9,-0.49,121.88,0.00,0.450704
mean_reduction,autotune,fp16,N=20480,1,1,0.1558,0.1562,0.0196,0.0231,0.0207,0.0206,7.94,6.76,7.53,7.58,0.26,17.86,-0.48,0.848485
mean_reduction,autotune,fp16,N=3072,1,1,0.0291,0.0292,0.0044,0.0079,0.0043,0.0042,6.59,3.68,6.7,6.87,0.34,79.55,-2.33,0.556962
mean_reduction,autotune,fp16,N=4096,1,1,0.036,0.0361,0.0042,0.0081,0.0047,0.0046,8.63,4.48,7.57,7.79,0.28,92.86,-2.13,0.518519
mean_reduction,autotune,fp16,N=5120,1,1,0.0444,0.0446,0.0049,0.0095,0.0067,0.0055,9.04,4.71,6.62,8.17,0.45,93.88,-17.91,0.515789
mean_reduction,autotune,fp16,N=6144,1,1,0.0536,0.0533,0.0066,0.0099,0.0066,0.0066,8.09,5.38,8.12,8.03,-0.56,50.00,0.00,0.666667
mean_reduction,autotune,fp16,N=7168,1,1,0.0704,0.0698,0.0069,0.0111,0.0079,0.0077,10.26,6.31,8.91,9.01,-0.85,60.87,-2.53,0.621622
mean_reduction,autotune,fp16,N=8192,1,1,0.0618,0.0617,0.0083,0.0117,0.0094,0.0093,7.45,5.29,6.6,6.63,-0.16,40.96,-1.06,0.709402
mean_reduction,autotune,fp16,N=9216,1,1,0.0705,0.0706,0.0096,0.0132,0.0108,0.0107,7.31,5.36,6.54,6.58,0.14,37.50,-0.93,0.727273
mean_reduction,autotune,fp32,N=1024,1,1,0.0069,0.0069,0.0029,0.0067,0.0032,0.0032,2.39,1.03,2.17,2.17,0.00,131.03,0.00,0.432836
mean_reduction,autotune,fp32,N=10240,1,1,0.0272,0.0272,0.0196,0.0215,0.0197,0.0197,1.39,1.27,1.38,1.38,0.00,9.69,0.00,0.911628
mean_reduction,autotune,fp32,N=11264,1,1,0.0296,0.0297,0.0215,0.0235,0.0223,0.0217,1.38,1.26,1.33,1.37,0.34,9.30,-2.69,0.914894
mean_reduction,autotune,fp32,N=12288,1,1,0.0311,0.0312,0.0228,0.0247,0.0231,0.0231,1.37,1.26,1.35,1.35,0.32,8.33,0.00,0.923077
mean_reduction,autotune,fp32,N=13312,1,1,0.0336,0.0337,0.0245,0.0265,0.0247,0.0247,1.37,1.27,1.36,1.36,0.30,8.16,0.00,0.924528
mean_reduction,autotune,fp32,N=14336,1,1,0.035,0.035,0.0261,0.0278,0.0262,0.0262,1.34,1.26,1.33,1.34,0.00,6.51,0.00,0.938849
mean_reduction,autotune,fp32,N=15360,1,1,0.0375,0.0375,0.0292,0.0321,0.0307,0.0308,1.28,1.17,1.22,1.22,0.00,9.93,0.33,0.909657
mean_reduction,autotune,fp32,N=16384,1,1,0.0386,0.0387,0.0314,0.0322,0.0318,0.0319,1.23,1.2,1.21,1.21,0.26,2.55,0.31,0.975155
mean_reduction,autotune,fp32,N=17408,1,1,0.0405,0.0405,0.0315,0.0332,0.0318,0.0317,1.29,1.22,1.28,1.28,0.00,5.40,-0.31,0.948795
mean_reduction,autotune,fp32,N=18432,1,1,0.0416,0.0416,0.0327,0.0342,0.0329,0.033,1.27,1.22,1.26,1.26,0.00,4.59,0.30,0.95614
mean_reduction,autotune,fp32,N=19456,1,1,0.0434,0.0435,0.0341,0.0361,0.0344,0.0344,1.27,1.2,1.26,1.27,0.23,5.87,0.00,0.944598
mean_reduction,autotune,fp32,N=2048,1,1,0.0099,0.01,0.0043,0.0076,0.0039,0.0038,2.3,1.31,2.56,2.65,1.01,76.74,-2.56,0.565789
mean_reduction,autotune,fp32,N=20480,1,1,0.0445,0.0445,0.0353,0.0372,0.0391,0.0391,1.26,1.2,1.14,1.14,0.00,5.38,0.00,0.948925
mean_reduction,autotune,fp32,N=3072,1,1,0.0154,0.0154,0.0066,0.009,0.0055,0.0056,2.31,1.7,2.77,2.76,0.00,36.36,1.82,0.733333
mean_reduction,autotune,fp32,N=4096,1,1,0.0198,0.0198,0.0092,0.0099,0.0082,0.0081,2.15,2.01,2.42,2.44,0.00,7.61,-1.22,0.929293
mean_reduction,autotune,fp32,N=5120,1,1,0.0253,0.0253,0.0106,0.0126,0.0115,0.0107,2.39,2.01,2.21,2.36,0.00,18.87,-6.96,0.84127
mean_reduction,autotune,fp32,N=6144,1,1,0.0296,0.0297,0.0127,0.0144,0.0127,0.0127,2.33,2.06,2.33,2.33,0.34,13.39,0.00,0.881944
mean_reduction,autotune,fp32,N=7168,1,1,0.0348,0.0348,0.0144,0.0168,0.0145,0.0146,2.42,2.06,2.41,2.39,0.00,16.67,0.69,0.857143
mean_reduction,autotune,fp32,N=8192,1,1,0.0232,0.0232,0.016,0.0185,0.0159,0.016,1.45,1.25,1.45,1.45,0.00,15.62,0.63,0.864865
mean_reduction,autotune,fp32,N=9216,1,1,0.0259,0.0259,0.0178,0.0204,0.0178,0.0178,1.46,1.27,1.45,1.46,0.00,14.61,0.00,0.872549
quantize_global,default,fp32,n=1048576,1,1,0.0024,0.0024,0.0023,0.0057,0.0026,0.0026,1.02,0.42,0.93,0.92,0.00,147.83,0.00,0.403509
quantize_global,default,fp32,n=10485760,1,1,0.0125,0.0126,0.0122,0.0252,0.0123,0.0125,1.03,0.5,1.02,1.01,0.80,106.56,1.63,0.484127
quantize_global,default,fp32,n=11534336,1,1,0.0135,0.0132,0.0134,0.0269,0.0133,0.0133,1.01,0.49,1.01,0.99,-2.22,100.75,0.00,0.498141
quantize_global,default,fp32,n=12582912,1,1,0.0146,0.0143,0.0142,0.0289,0.0144,0.0141,1.03,0.5,1.01,1.01,-2.05,103.52,-2.08,0.491349
quantize_global,default,fp32,n=13631488,1,1,0.0152,0.0156,0.015,0.0307,0.0151,0.0153,1.01,0.51,1.01,1.02,2.63,104.67,1.32,0.488599
quantize_global,default,fp32,n=14680064,1,1,0.0164,0.0164,0.0161,0.0327,0.0163,0.0163,1.01,0.5,1.01,1.01,0.00,103.11,0.00,0.492355
quantize_global,default,fp32,n=15728640,1,1,0.0168,0.0169,0.0169,0.0346,0.0168,0.0168,0.99,0.49,1,1.01,0.60,104.73,0.00,0.488439
quantize_global,default,fp32,n=16777216,1,1,0.0182,0.0183,0.018,0.0365,0.018,0.0181,1.01,0.5,1.01,1.01,0.55,102.78,0.56,0.493151
quantize_global,default,fp32,n=17825792,1,1,0.0188,0.0189,0.0189,0.0383,0.0187,0.0186,0.99,0.49,1,1.01,0.53,102.65,-0.53,0.493473
quantize_global,default,fp32,n=18874368,1,1,0.0199,0.02,0.0198,0.0403,0.0195,0.0198,1,0.49,1.02,1.01,0.50,103.54,1.54,0.491315
quantize_global,default,fp32,n=19922944,1,1,0.0205,0.0209,0.0208,0.0421,0.0205,0.0206,0.99,0.5,1,1.01,1.95,102.40,0.49,0.494062
quantize_global,default,fp32,n=2097152,1,1,0.0031,0.003,0.003,0.0084,0.0031,0.0031,1.02,0.36,0.97,0.97,-3.23,180.00,0.00,0.357143
quantize_global,default,fp32,n=20971520,1,1,0.0216,0.0216,0.0217,0.0439,0.0216,0.0215,1,0.49,1,1.01,0.00,102.30,-0.46,0.494305
quantize_global,default,fp32,n=3145728,1,1,0.0047,0.0047,0.0044,0.0109,0.0047,0.0047,1.08,0.43,1,1,0.00,147.73,0.00,0.40367
quantize_global,default,fp32,n=4194304,1,1,0.0055,0.0054,0.0052,0.0133,0.0054,0.0054,1.06,0.41,1.01,1.01,-1.82,155.77,0.00,0.390977
quantize_global,default,fp32,n=5242880,1,1,0.0068,0.0068,0.0064,0.0161,0.0068,0.0068,1.06,0.42,1,1,0.00,151.56,0.00,0.397516
quantize_global,default,fp32,n=6291456,1,1,0.008,0.008,0.0078,0.0172,0.0082,0.0081,1.02,0.46,0.98,0.98,0.00,120.51,-1.22,0.453488
quantize_global,default,fp32,n=7340032,1,1,0.0095,0.0094,0.0091,0.0195,0.0093,0.0093,1.04,0.48,1.01,1.01,-1.05,114.29,0.00,0.466667
quantize_global,default,fp32,n=8388608,1,1,0.0104,0.0103,0.0101,0.0211,0.0102,0.0102,1.03,0.49,1.01,1.02,-0.96,108.91,0.00,0.478673
quantize_global,default,fp32,n=9437184,1,1,0.0118,0.0118,0.0115,0.0233,0.0116,0.0117,1.02,0.51,1.01,1.01,0.00,102.61,0.86,0.493562
quantize_global,autotune,fp32,n=1048576,1,1,0.0024,0.0024,0.0023,0.0057,0.0031,0.0024,1.04,0.42,0.77,0.98,0.00,147.83,-22.58,0.403509
quantize_global,autotune,fp32,n=10485760,1,1,0.0125,0.0125,0.012,0.0164,0.0122,0.0121,1.04,0.76,1.03,1.03,0.00,36.67,-0.82,0.731707
quantize_global,autotune,fp32,n=11534336,1,1,0.0139,0.014,0.0137,0.0176,0.0132,0.0132,1.02,0.79,1.05,1.06,0.72,28.47,0.00,0.778409
quantize_global,autotune,fp32,n=12582912,1,1,0.0144,0.0144,0.0143,0.0185,0.0141,0.0141,1.01,0.78,1.02,1.03,0.00,29.37,0.00,0.772973
quantize_global,autotune,fp32,n=13631488,1,1,0.0154,0.0153,0.0151,0.0197,0.0147,0.0148,1.02,0.78,1.04,1.04,-0.65,30.46,0.68,0.766497
quantize_global,autotune,fp32,n=14680064,1,1,0.0159,0.0157,0.0159,0.0206,0.0157,0.0162,1,0.76,1.01,0.97,-1.26,29.56,3.18,0.771845
quantize_global,autotune,fp32,n=15728640,1,1,0.017,0.017,0.0169,0.0216,0.0166,0.0167,1.01,0.79,1.02,1.02,0.00,27.81,0.60,0.782407
quantize_global,autotune,fp32,n=16777216,1,1,0.0177,0.0185,0.0183,0.0227,0.0174,0.0181,0.96,0.81,1.01,1.02,4.52,24.04,4.02,0.806167
quantize_global,autotune,fp32,n=17825792,1,1,0.0189,0.0186,0.0188,0.0238,0.0187,0.0183,1.01,0.78,1.01,1.01,-1.59,26.60,-2.14,0.789916
quantize_global,autotune,fp32,n=18874368,1,1,0.0197,0.0199,0.0196,0.0247,0.0194,0.0197,1,0.8,1.02,1.01,1.02,26.02,1.55,0.793522
quantize_global,autotune,fp32,n=19922944,1,1,0.0206,0.0209,0.0208,0.0256,0.0201,0.0207,0.99,0.82,1.02,1.01,1.46,23.08,2.99,0.8125
quantize_global,autotune,fp32,n=2097152,1,1,0.003,0.003,0.003,0.0057,0.0031,0.0031,1.02,0.53,0.98,0.98,0.00,90.00,0.00,0.526316
quantize_global,autotune,fp32,n=20971520,1,1,0.0217,0.0217,0.0217,0.027,0.0217,0.0211,1,0.8,1,1.03,0.00,24.42,-2.76,0.803704
quantize_global,autotune,fp32,n=3145728,1,1,0.0041,0.0041,0.0038,0.0071,0.004,0.0045,1.07,0.58,1.03,0.9,0.00,86.84,12.50,0.535211
quantize_global,autotune,fp32,n=4194304,1,1,0.0054,0.0054,0.0054,0.0079,0.0052,0.0051,1,0.69,1.05,1.06,0.00,46.30,-1.92,0.683544
quantize_global,autotune,fp32,n=5242880,1,1,0.0065,0.0065,0.0066,0.0091,0.0063,0.0063,0.99,0.71,1.02,1.02,0.00,37.88,0.00,0.725275
quantize_global,autotune,fp32,n=6291456,1,1,0.008,0.008,0.0079,0.0114,0.0078,0.008,1.02,0.7,1.02,1.01,0.00,44.30,2.56,0.692982
quantize_global,autotune,fp32,n=7340032,1,1,0.0093,0.0094,0.009,0.0127,0.0092,0.0091,1.04,0.74,1.02,1.03,1.08,41.11,-1.09,0.708661
quantize_global,autotune,fp32,n=8388608,1,1,0.0108,0.0108,0.0101,0.0142,0.0102,0.0103,1.06,0.76,1.06,1.05,0.00,40.59,0.98,0.711268
quantize_global,autotune,fp32,n=9437184,1,1,0.0113,0.0113,0.0112,0.0152,0.011,0.0111,1.01,0.74,1.02,1.01,0.00,35.71,0.91,0.736842
rmsnorm,default,bf16,K=1024,1,1,0.0357,0.0357,0.0039,0.0166,0.0037,0.0037,9.11,2.15,9.7,9.72,0.00,325.64,0.00,0.23494
rmsnorm,default,bf16,K=10240,1,1,0.2509,0.2507,0.0232,0.0436,0.0277,0.0279,10.82,5.76,9.06,9,-0.08,87.93,0.72,0.53211
rmsnorm,default,bf16,K=1536,1,1,0.0474,0.0474,0.0045,0.0185,0.0055,0.0052,10.59,2.56,8.61,9.1,0.00,311.11,-5.45,0.243243
rmsnorm,default,bf16,K=2048,1,1,0.0559,0.0558,0.0053,0.0187,0.006,0.0063,10.62,2.99,9.25,8.83,-0.18,252.83,5.00,0.283422
rmsnorm,default,bf16,K=2560,1,1,0.0665,0.0667,0.0064,0.0212,0.0078,0.0078,10.43,3.15,8.52,8.56,0.30,231.25,0.00,0.301887
rmsnorm,default,bf16,K=3072,1,1,0.0755,0.0757,0.0075,0.0223,0.0084,0.0085,10.04,3.39,9.03,8.93,0.26,197.33,1.19,0.336323
rmsnorm,default,bf16,K=3584,1,1,0.086,0.0861,0.0085,0.0241,0.0107,0.0108,10.07,3.58,8.06,7.96,0.12,183.53,0.93,0.352697
rmsnorm,default,bf16,K=4096,1,1,0.0945,0.0946,0.0097,0.0239,0.0112,0.0116,9.71,3.95,8.41,8.16,0.11,146.39,3.57,0.405858
rmsnorm,default,bf16,K=4608,1,1,0.1055,0.106,0.0114,0.0268,0.0139,0.014,9.22,3.95,7.58,7.59,0.47,135.09,0.72,0.425373
rmsnorm,default,bf16,K=512,1,1,0.0254,0.0254,0.0035,0.0157,0.0035,0.0035,7.17,1.62,7.21,7.19,0.00,348.57,0.00,0.22293
rmsnorm,default,bf16,K=5120,1,1,0.1205,0.1197,0.012,0.027,0.0146,0.0147,10.01,4.43,8.28,8.16,-0.66,125.00,0.68,0.444444
rmsnorm,default,bf16,K=5632,1,1,0.1377,0.1345,0.0136,0.0297,0.0168,0.0166,10.15,4.53,8.19,8.11,-2.32,118.38,-1.19,0.457912
rmsnorm,default,bf16,K=6144,1,1,0.1549,0.1544,0.0142,0.0297,0.0173,0.0172,10.9,5.2,8.93,8.97,-0.32,109.15,-0.58,0.478114
rmsnorm,default,bf16,K=6656,1,1,0.1717,0.1733,0.0158,0.0332,0.0192,0.0193,10.89,5.23,8.93,8.99,0.93,110.13,0.52,0.475904
rmsnorm,default,bf16,K=7168,1,1,0.1862,0.1876,0.0166,0.0332,0.0199,0.0198,11.22,5.65,9.35,9.49,0.75,100.00,-0.50,0.5
rmsnorm,default,bf16,K=7680,1,1,0.2007,0.2016,0.0178,0.0367,0.0233,0.0233,11.3,5.48,8.6,8.67,0.45,106.18,0.00,0.485014
rmsnorm,default,bf16,K=8192,1,1,0.1966,0.1978,0.0187,0.0364,0.024,0.024,10.5,5.44,8.21,8.24,0.61,94.65,0.00,0.513736
rmsnorm,default,bf16,K=8704,1,1,0.2091,0.2112,0.0205,0.039,0.0238,0.0227,10.22,5.42,8.8,9.28,1.00,90.24,-4.62,0.525641
rmsnorm,default,bf16,K=9216,1,1,0.2241,0.2235,0.021,0.04,0.0242,0.0246,10.69,5.58,9.27,9.1,-0.27,90.48,1.65,0.525
rmsnorm,default,bf16,K=9728,1,1,0.238,0.2369,0.0224,0.0426,0.0264,0.0266,10.65,5.56,9.01,8.9,-0.46,90.18,0.76,0.525822
rmsnorm,default,fp16,K=1024,1,1,0.0372,0.0372,0.0038,0.0167,0.0036,0.0036,9.91,2.23,10.33,10.38,0.00,339.47,0.00,0.227545
rmsnorm,default,fp16,K=10240,1,1,0.2499,0.2501,0.0225,0.0429,0.0266,0.0267,11.09,5.83,9.41,9.38,0.08,90.67,0.38,0.524476
rmsnorm,default,fp16,K=1536,1,1,0.0472,0.0473,0.0046,0.0186,0.0057,0.0057,10.29,2.55,8.3,8.31,0.21,304.35,0.00,0.247312
rmsnorm,default,fp16,K=2048,1,1,0.0552,0.0552,0.0047,0.0187,0.0056,0.0058,11.86,2.96,9.84,9.47,0.00,297.87,3.57,0.251337
rmsnorm,default,fp16,K=2560,1,1,0.0664,0.0664,0.0064,0.0209,0.0075,0.008,10.42,3.18,8.89,8.25,0.00,226.56,6.67,0.30622
rmsnorm,default,fp16,K=3072,1,1,0.0757,0.0759,0.0071,0.022,0.0082,0.0084,10.71,3.45,9.26,9.04,0.26,209.86,2.44,0.322727
rmsnorm,default,fp16,K=3584,1,1,0.0854,0.0855,0.0086,0.0249,0.0118,0.0118,9.97,3.43,7.25,7.25,0.12,189.53,0.00,0.345382
rmsnorm,default,fp16,K=4096,1,1,0.0936,0.0935,0.0092,0.0239,0.0126,0.0126,10.15,3.91,7.42,7.42,-0.11,159.78,0.00,0.384937
rmsnorm,default,fp16,K=4608,1,1,0.1054,0.1049,0.0109,0.0267,0.0146,0.0148,9.67,3.92,7.22,7.1,-0.47,144.95,1.37,0.40824
rmsnorm,default,fp16,K=512,1,1,0.0267,0.0267,0.0035,0.0156,0.0035,0.0035,7.64,1.71,7.6,7.6,0.00,345.71,0.00,0.224359
rmsnorm,default,fp16,K=5120,1,1,0.1196,0.1197,0.0118,0.0269,0.0157,0.0157,10.13,4.45,7.61,7.63,0.08,127.97,0.00,0.438662
rmsnorm,default,fp16,K=5632,1,1,0.1359,0.1343,0.013,0.0297,0.0168,0.0168,10.49,4.53,8.09,7.99,-1.18,128.46,0.00,0.43771
rmsnorm,default,fp16,K=6144,1,1,0.1543,0.1546,0.0138,0.0295,0.0174,0.0175,11.18,5.23,8.86,8.81,0.19,113.77,0.57,0.467797
